Country,EdLevel,Age,YearsCodePro,Salary
United Kingdom of Great Britain and Northern Ireland,Bachelor degree,18-24 years old,3.0,47650.0
India,Bachelor degree,18-24 years old,2.0,30222.0
United Kingdom of Great Britain and Northern Ireland,Bachelor degree,18-24 years old,3.0,70794.0
Canada,Less than a Bachelors,25-34 years old,5.0,58367.0
Germany,Bachelor degree,18-24 years old,3.0,81210.0
United States of America,Bachelor degree,25-34 years old,10.0,187000.0
Spain,Post grad,25-34 years old,5.0,27844.0
United States of America,Bachelor degree,25-34 years old,8.0,75000.0
United States of America,Bachelor degree,25-34 years old,17.0,105000.0
France,Bachelor degree,35-44 years old,20.0,52207.0
India,Bachelor degree,25-34 years old,7.0,13949.0
United States of America,Bachelor degree,25-34 years old,10.0,125000.0
India,Bachelor degree,18-24 years old,1.0,13172.0
United States of America,Less than a Bachelors,25-34 years old,7.0,107000.0
Netherlands,Master degree,25-34 years old,2.0,162421.0
United States of America,Master degree,45-54 years old,30.0,100000.0
United States of America,Master degree,35-44 years old,18.0,190000.0
United States of America,Less than a Bachelors,18-24 years old,1.0,56000.0
United States of America,Master degree,35-44 years old,16.0,216000.0
Brazil,Bachelor degree,25-34 years old,10.0,91018.0
United Kingdom of Great Britain and Northern Ireland,Post grad,35-44 years old,20.0,118443.0
India,Bachelor degree,35-44 years old,17.0,49983.0
France,Master degree,25-34 years old,5.0,54527.0
United States of America,Less than a Bachelors,35-44 years old,24.0,103000.0
United States of America,Bachelor degree,45-54 years old,32.0,180000.0
Brazil,Bachelor degree,25-34 years old,13.0,136528.0
United Kingdom of Great Britain and Northern Ireland,Master degree,35-44 years old,14.0,157924.0
United Kingdom of Great Britain and Northern Ireland,Bachelor degree,45-54 years old,29.0,176984.0
United States of America,Master degree,35-44 years old,14.0,170622.0
United States of America,Bachelor degree,25-34 years old,4.0,104225.0
United Kingdom of Great Britain and Northern Ireland,Bachelor degree,55-64 years old,35.0,73262.0
India,Bachelor degree,25-34 years old,9.0,25573.0
India,Bachelor degree,25-34 years old,3.0,13949.0
Canada,Post grad,55-64 years old,35.0,153213.0
Brazil,Less than a Bachelors,25-34 years old,12.0,22718.0
Ukraine,Master degree,25-34 years old,5.0,52000.0
United States of America,Bachelor degree,25-34 years old,8.0,156000.0
Germany,Less than a Bachelors,45-54 years old,30.0,116015.0
United Kingdom of Great Britain and Northern Ireland,Bachelor degree,35-44 years old,20.0,130900.0
United States of America,Master degree,35-44 years old,14.0,187000.0
India,Master degree,25-34 years old,10.0,19761.0
Brazil,Less than a Bachelors,25-34 years old,8.0,14199.0
United Kingdom of Great Britain and Northern Ireland,Master degree,45-54 years old,30.0,62625.0
India,Bachelor degree,25-34 years old,4.0,27898.0
Italy,Bachelor degree,25-34 years old,3.0,27844.0
United States of America,Bachelor degree,25-34 years old,11.0,165000.0
Canada,Bachelor degree,25-34 years old,4.0,84267.0
United States of America,Less than a Bachelors,35-44 years old,20.0,105000.0
India,Master degree,25-34 years old,7.0,27898.0
United States of America,Less than a Bachelors,25-34 years old,6.0,90000.0
Germany,Bachelor degree,25-34 years old,4.0,75410.0
United States of America,Bachelor degree,18-24 years old,1.0,75000.0
Germany,Master degree,35-44 years old,11.0,54295.0
United States of America,Bachelor degree,25-34 years old,5.0,89000.0
United States of America,Bachelor degree,35-44 years old,20.0,145000.0
United States of America,Master degree,35-44 years old,12.0,175000.0
United States of America,Master degree,35-44 years old,10.0,210000.0
Spain,Post grad,35-44 years old,15.0,69609.0
United States of America,Bachelor degree,35-44 years old,20.0,166400.0
Italy,Master degree,35-44 years old,16.0,52207.0
France,Master degree,25-34 years old,3.0,58007.0
United States of America,Bachelor degree,65 years or older,46.0,174000.0
United Kingdom of Great Britain and Northern Ireland,Master degree,25-34 years old,6.0,43565.0
Canada,Bachelor degree,35-44 years old,22.0,116733.0
Brazil,Master degree,35-44 years old,14.0,50970.0
Ukraine,Bachelor degree,18-24 years old,2.0,11949.0
United Kingdom of Great Britain and Northern Ireland,Bachelor degree,55-64 years old,32.0,122527.0
United States of America,Post grad,25-34 years old,15.0,110000.0
United States of America,Bachelor degree,25-34 years old,5.0,80000.0
United States of America,Master degree,35-44 years old,9.0,189000.0
Italy,Post grad,25-34 years old,4.0,46406.0
United States of America,Bachelor degree,18-24 years old,2.0,83000.0
United States of America,Bachelor degree,55-64 years old,32.0,192000.0
Spain,Less than a Bachelors,25-34 years old,10.0,11601.0
United States of America,Bachelor degree,25-34 years old,2.0,50000.0
United States of America,Bachelor degree,35-44 years old,15.0,152000.0
Brazil,Less than a Bachelors,25-34 years old,10.0,50000.0
United States of America,Bachelor degree,18-24 years old,2.0,70000.0
Canada,Bachelor degree,25-34 years old,5.0,40127.0
Germany,Master degree,35-44 years old,13.0,98612.0
United States of America,Bachelor degree,25-34 years old,6.0,225000.0
United States of America,Master degree,35-44 years old,18.0,188000.0
United States of America,Bachelor degree,35-44 years old,16.0,250000.0
United States of America,Less than a Bachelors,25-34 years old,8.0,125000.0
United States of America,Master degree,25-34 years old,3.0,110000.0
Canada,Bachelor degree,35-44 years old,16.0,78795.0
France,Master degree,35-44 years old,20.0,54690.0
United States of America,Bachelor degree,35-44 years old,15.0,182000.0
United States of America,Bachelor degree,45-54 years old,25.0,78000.0
Germany,Less than a Bachelors,55-64 years old,27.0,87011.0
United States of America,Master degree,18-24 years old,1.0,63000.0
United States of America,Bachelor degree,25-34 years old,12.0,190000.0
Canada,Bachelor degree,18-24 years old,2.0,72958.0
India,Master degree,25-34 years old,15.0,39521.0
Germany,Master degree,25-34 years old,4.0,87011.0
Germany,Bachelor degree,35-44 years old,10.0,116015.0
United States of America,Master degree,25-34 years old,2.0,119000.0
India,Bachelor degree,18-24 years old,1.0,10462.0
United States of America,Bachelor degree,25-34 years old,6.0,100000.0
Italy,Less than a Bachelors,55-64 years old,36.0,139218.0
United States of America,Less than a Bachelors,35-44 years old,9.0,72000.0
India,Bachelor degree,25-34 years old,4.0,10462.0
United Kingdom of Great Britain and Northern Ireland,Bachelor degree,25-34 years old,11.0,209658.0
France,Master degree,35-44 years old,20.0,81210.0
United States of America,Bachelor degree,18-24 years old,3.0,160000.0
Germany,Bachelor degree,25-34 years old,3.0,64968.0
Germany,Bachelor degree,45-54 years old,21.0,116015.0
United States of America,Bachelor degree,25-34 years old,10.0,140000.0
United States of America,Bachelor degree,35-44 years old,16.0,180000.0
United States of America,Bachelor degree,25-34 years old,4.0,160000.0
United States of America,Bachelor degree,25-34 years old,7.0,94000.0
United States of America,Master degree,45-54 years old,27.0,155000.0
United States of America,Less than a Bachelors,35-44 years old,15.0,100000.0
United States of America,Bachelor degree,35-44 years old,20.0,185000.0
Canada,Master degree,35-44 years old,19.0,30643.0
India,Bachelor degree,25-34 years old,8.0,34872.0
Brazil,Bachelor degree,25-34 years old,6.0,85739.0
United States of America,Less than a Bachelors,25-34 years old,6.0,170000.0
Netherlands,Bachelor degree,25-34 years old,13.0,73089.0
United States of America,Bachelor degree,18-24 years old,1.0,60000.0
Brazil,Less than a Bachelors,35-44 years old,20.0,27306.0
United States of America,Less than a Bachelors,35-44 years old,11.0,158000.0
Canada,Less than a Bachelors,25-34 years old,5.0,102142.0
Germany,Bachelor degree,35-44 years old,7.0,98612.0
United States of America,Bachelor degree,35-44 years old,10.0,235150.0
United States of America,Post grad,55-64 years old,35.0,250000.0
Canada,Less than a Bachelors,18-24 years old,3.0,51071.0
Australia,Post grad,35-44 years old,10.0,152772.0
Netherlands,Master degree,25-34 years old,10.0,104413.0
United States of America,Bachelor degree,35-44 years old,12.0,92000.0
United States of America,Master degree,35-44 years old,13.0,210000.0
United States of America,Bachelor degree,35-44 years old,17.0,130000.0
Canada,Master degree,25-34 years old,10.0,105790.0
Brazil,Less than a Bachelors,35-44 years old,16.0,33677.0
United States of America,Bachelor degree,18-24 years old,2.0,115000.0
Netherlands,Bachelor degree,25-34 years old,10.0,83531.0
United States of America,Bachelor degree,35-44 years old,17.0,168000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor degree,25-34 years old,5.0,102106.0
United States of America,Less than a Bachelors,45-54 years old,25.0,184000.0
United States of America,Less than a Bachelors,35-44 years old,25.0,110000.0
Canada,Bachelor degree,35-44 years old,15.0,142269.0
United Kingdom of Great Britain and Northern Ireland,Master degree,25-34 years old,2.0,47650.0
Canada,Bachelor degree,25-34 years old,5.0,54719.0
United States of America,Master degree,65 years or older,38.0,250000.0
United Kingdom of Great Britain and Northern Ireland,Master degree,25-34 years old,10.0,129334.0
Brazil,Bachelor degree,25-34 years old,9.0,15473.0
Netherlands,Bachelor degree,25-34 years old,4.0,73089.0
United States of America,Master degree,35-44 years old,10.0,105000.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,35-44 years old,23.0,156563.0
Germany,Less than a Bachelors,25-34 years old,15.0,67289.0
United States of America,Bachelor degree,25-34 years old,7.0,250000.0
United States of America,Bachelor degree,25-34 years old,5.0,82000.0
Spain,Less than a Bachelors,35-44 years old,18.0,92812.0
Germany,Less than a Bachelors,35-44 years old,23.0,76570.0
United States of America,Post grad,35-44 years old,11.0,183750.0
France,Less than a Bachelors,55-64 years old,35.0,63808.0
United States of America,Less than a Bachelors,18-24 years old,3.0,75000.0
United States of America,Bachelor degree,35-44 years old,13.0,171261.0
United States of America,Bachelor degree,25-34 years old,10.0,113000.0
United States of America,Bachelor degree,35-44 years old,12.0,145000.0
United States of America,Bachelor degree,25-34 years old,3.0,96300.0
United States of America,Bachelor degree,35-44 years old,23.0,175000.0
Netherlands,Bachelor degree,35-44 years old,5.0,59730.0
United States of America,Bachelor degree,35-44 years old,17.0,160000.0
United States of America,Bachelor degree,35-44 years old,15.0,150000.0
Germany,Master degree,45-54 years old,17.0,81210.0
United Kingdom of Great Britain and Northern Ireland,Master degree,35-44 years old,12.0,88492.0
France,Master degree,25-34 years old,6.0,74249.0
France,Master degree,25-34 years old,8.0,75410.0
United States of America,Bachelor degree,45-54 years old,30.0,195000.0
United States of America,Bachelor degree,35-44 years old,18.0,121000.0
Italy,Less than a Bachelors,45-54 years old,23.0,46406.0
United States of America,Bachelor degree,35-44 years old,8.0,117000.0
United States of America,Bachelor degree,18-24 years old,3.0,130000.0
United States of America,Master degree,25-34 years old,9.0,198000.0
United States of America,Bachelor degree,25-34 years old,4.0,87000.0
Germany,Less than a Bachelors,18-24 years old,8.0,174022.0
United States of America,Less than a Bachelors,45-54 years old,30.0,104000.0
Germany,Bachelor degree,25-34 years old,4.0,87011.0
Brazil,Bachelor degree,35-44 years old,5.0,40048.0
Netherlands,Bachelor degree,18-24 years old,2.0,67289.0
United States of America,Master degree,35-44 years old,16.0,110000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor degree,25-34 years old,2.0,44927.0
United States of America,Bachelor degree,18-24 years old,2.0,60000.0
Spain,Bachelor degree,25-34 years old,2.0,25987.0
Canada,Bachelor degree,35-44 years old,12.0,109438.0
Germany,Post grad,35-44 years old,12.0,74249.0
United States of America,Less than a Bachelors,35-44 years old,4.0,115000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor degree,25-34 years old,3.0,57179.0
Brazil,Bachelor degree,25-34 years old,6.0,43689.0
United States of America,Bachelor degree,45-54 years old,17.0,190000.0
United States of America,Bachelor degree,25-34 years old,8.0,160000.0
Australia,Bachelor degree,45-54 years old,30.0,88413.0
United States of America,Master degree,25-34 years old,9.0,223000.0
France,Bachelor degree,18-24 years old,3.0,37125.0
United Kingdom of Great Britain and Northern Ireland,Bachelor degree,18-24 years old,3.0,43565.0
United States of America,Bachelor degree,35-44 years old,10.0,180000.0
Italy,Less than a Bachelors,18-24 years old,3.0,29004.0
Brazil,Less than a Bachelors,25-34 years old,5.0,25485.0
United States of America,Bachelor degree,45-54 years old,25.0,125000.0
France,Master degree,35-44 years old,15.0,63808.0
United States of America,Bachelor degree,55-64 years old,40.0,180000.0
Australia,Bachelor degree,25-34 years old,9.0,87763.0
Canada,Master degree,35-44 years old,15.0,199176.0
United States of America,Bachelor degree,45-54 years old,25.0,235000.0
Brazil,Master degree,35-44 years old,23.0,57342.0
United States of America,Master degree,35-44 years old,8.0,115000.0
Canada,Less than a Bachelors,35-44 years old,18.0,179478.0
Ukraine,Bachelor degree,35-44 years old,23.0,30000.0
Australia,Master degree,35-44 years old,13.0,221032.0
United States of America,Bachelor degree,35-44 years old,11.0,190000.0
Brazil,Less than a Bachelors,25-34 years old,7.0,18204.0
Brazil,Bachelor degree,25-34 years old,7.0,38228.0
Brazil,Less than a Bachelors,25-34 years old,13.0,26213.0
Canada,Bachelor degree,35-44 years old,19.0,120381.0
India,Bachelor degree,25-34 years old,10.0,78462.0
United States of America,Master degree,35-44 years old,14.0,137000.0
United States of America,Master degree,25-34 years old,5.0,38000.0
United States of America,Bachelor degree,35-44 years old,19.0,218000.0
Australia,Less than a Bachelors,25-34 years old,14.0,61759.0
United States of America,Master degree,45-54 years old,20.0,85000.0
Canada,Less than a Bachelors,35-44 years old,30.0,182396.0
