Country,YearsCodePro,Employment,EdLevel,ConvertedCompYearly,OrgSize,Age
Finland,5.0,"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",69814.0,"1,000 to 4,999 employees",35-44 years old
United States of America,6.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",115000.0,"10,000 or more employees",25-34 years old
France,15.0,"Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",107406.0,Other,35-44 years old
New Zealand,16.0,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",92185.0,Other,55-64 years old
France,8.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",89147.0,20 to 99 employees,25-34 years old
Australia,15.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",93616.0,20 to 99 employees,35-44 years old
Ukraine,3.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8723.0,20 to 99 employees,25-34 years old
Argentina,17.0,"Employed, full-time;Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,106416.0,"1,000 to 4,999 employees",35-44 years old
France,3.0,"Employed, full-time;Student, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",25777.0,100 to 499 employees,18-24 years old
Paraguay,12.0,"Employed, full-time",Some college/university study without earning a degree,3497.0000000000005,100 to 499 employees,35-44 years old
United Kingdom of Great Britain and Northern Ireland,5.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",127388.0,Other,25-34 years old
Croatia,4.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",21481.0,100 to 499 employees,25-34 years old
Australia,19.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",210000.0,"10,000 or more employees",35-44 years old
Canada,7.0,"Employed, full-time","Associate degree (A.A., A.S., etc.)",90139.0,"1,000 to 4,999 employees",25-34 years old
Spain,3.0,"Employed, full-time;Student, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",19333.0,500 to 999 employees,25-34 years old
United Kingdom of Great Britain and Northern Ireland,1.0,"Independent contractor, freelancer, or self-employed;Employed, part-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",44586.0,20 to 99 employees,18-24 years old
United States of America,17.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",205000.0,"5,000 to 9,999 employees",35-44 years old
Philippines,2.0,"Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,47660.0,20 to 99 employees,25-34 years old
Mexico,4.0,"Employed, full-time;Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,3497.0000000000005,Other,25-34 years old
Spain,8.0,"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",25777.0,Other,25-34 years old
United Kingdom of Great Britain and Northern Ireland,17.0,"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",210000.0,"10,000 or more employees",35-44 years old
United Kingdom of Great Britain and Northern Ireland,3.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",63057.0,100 to 499 employees,25-34 years old
Australia,33.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",85886.0,100 to 499 employees,55-64 years old
Slovakia,8.0,"Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",54777.0,20 to 99 employees,25-34 years old
United States of America,3.0,"Employed, full-time",Some college/university study without earning a degree,52204.0,100 to 499 employees,18-24 years old
United States of America,23.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",210000.0,"10,000 or more employees",45-54 years old
United Kingdom of Great Britain and Northern Ireland,1.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",70063.0,20 to 99 employees,18-24 years old
United States of America,36.0,"Employed, full-time;Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",179000.0,100 to 499 employees,55-64 years old
United States of America,15.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",135000.0,500 to 999 employees,35-44 years old
Sweden,10.0,"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",58661.0,"1,000 to 4,999 employees",25-34 years old
United Kingdom of Great Britain and Northern Ireland,9.0,"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",112866.0,"1,000 to 4,999 employees",35-44 years old
New Zealand,8.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",86039.0,20 to 99 employees,25-34 years old
Greece,6.0,"Employed, full-time;Student, full-time;Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",53703.0,"10,000 or more employees",25-34 years old
United States of America,12.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",100000.0,"5,000 to 9,999 employees",25-34 years old
United Kingdom of Great Britain and Northern Ireland,1.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",45860.0,Other,35-44 years old
Poland,4.0,"Employed, full-time;Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",59391.0,20 to 99 employees,18-24 years old
Germany,0.5,"Employed, full-time;Student, full-time",Some college/university study without earning a degree,14178.0,Other,18-24 years old
Spain,0.5,"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",30074.0,Other,25-34 years old
United States of America,3.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",85000.0,"1,000 to 4,999 employees",25-34 years old
Brazil,10.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",55946.0,100 to 499 employees,25-34 years old
Ukraine,8.0,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4937.0,100 to 499 employees,25-34 years old
Indonesia,6.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14720.0,100 to 499 employees,25-34 years old
Germany,10.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",70888.0,100 to 499 employees,35-44 years old
United States of America,4.0,"Employed, part-time","Associate degree (A.A., A.S., etc.)",55000.0,Other,35-44 years old
Portugal,2.0,"Employed, full-time;Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",32222.0,"1,000 to 4,999 employees",25-34 years old
United States of America,13.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",120000.0,"10,000 or more employees",35-44 years old
Ireland,44.0,"Independent contractor, freelancer, or self-employed;Retired","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",53703.0,Other,65 years or older
Switzerland,5.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",111417.0,100 to 499 employees,25-34 years old
Australia,2.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",69369.0,500 to 999 employees,25-34 years old
France,11.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",85925.0,"1,000 to 4,999 employees",35-44 years old
United Kingdom of Great Britain and Northern Ireland,11.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",99999.0,"10,000 or more employees",25-34 years old
United States of America,4.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",165000.0,"10,000 or more employees",25-34 years old
Australia,32.0,"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",105706.0,20 to 99 employees,55-64 years old
Brazil,6.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",24616.0,"10,000 or more employees",18-24 years old
Mexico,17.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10303.0,20 to 99 employees,35-44 years old
Brazil,5.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9175.0,20 to 99 employees,25-34 years old
Brazil,12.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",95000.0,Other,25-34 years old
Germany,3.0,"Student, full-time;Employed, part-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",55851.0,Other,25-34 years old
Georgia,6.0,"Employed, full-time;Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",96000.0,20 to 99 employees,25-34 years old
Israel,30.0,"Employed, full-time",Some college/university study without earning a degree,188890.0,100 to 499 employees,45-54 years old
Netherlands,18.0,"Employed, full-time;Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",161109.0,"1,000 to 4,999 employees",35-44 years old
Canada,6.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",61789.0,Other,25-34 years old
Canada,9.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",66151.0,"1,000 to 4,999 employees",35-44 years old
Germany,9.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",139628.0,"10,000 or more employees",25-34 years old
United States of America,8.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",195000.0,20 to 99 employees,25-34 years old
Belgium,5.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",82703.0,Other,25-34 years old
Germany,3.0,"Employed, full-time;Student, full-time",Some college/university study without earning a degree,23200.0,"10,000 or more employees",18-24 years old
France,14.0,"Independent contractor, freelancer, or self-employed","Associate degree (A.A., A.S., etc.)",24703.0,Other,35-44 years old
Italy,9.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",53703.0,20 to 99 employees,35-44 years old
Portugal,3.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",45111.0,500 to 999 employees,25-34 years old
Netherlands,22.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",107406.0,"10,000 or more employees",45-54 years old
United States of America,3.0,"Employed, full-time;Student, part-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",125000.0,"1,000 to 4,999 employees",35-44 years old
United States of America,2.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",63000.0,Other,25-34 years old
Germany,3.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",64444.0,"10,000 or more employees",25-34 years old
Ukraine,25.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",38666.0,Other,45-54 years old
Australia,4.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",56156.0,20 to 99 employees,18-24 years old
United States of America,1.0,"Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,30000.0,Other,18-24 years old
Uruguay,8.0,"Employed, full-time;Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,96096.0,20 to 99 employees,25-34 years old
Afghanistan,50.0,"Independent contractor, freelancer, or self-employed",Primary/elementary school,3497.0000000000005,Other,65 years or older
Germany,3.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",56925.0,500 to 999 employees,25-34 years old
Canada,7.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",72693.0,Other,25-34 years old
Germany,7.0,"Employed, full-time;Student, part-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",49407.0,100 to 499 employees,25-34 years old
Italy,12.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",41351.0,"5,000 to 9,999 employees",35-44 years old
Germany,16.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",74110.0,20 to 99 employees,35-44 years old
United States of America,6.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",180000.0,"1,000 to 4,999 employees",18-24 years old
United Kingdom of Great Britain and Northern Ireland,5.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",191082.0,20 to 99 employees,25-34 years old
Czech Republic,7.0,"Employed, full-time",Some college/university study without earning a degree,28233.0,20 to 99 employees,25-34 years old
Netherlands,1.0,"Student, full-time;Employed, part-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",21911.0,"5,000 to 9,999 employees",25-34 years old
Argentina,20.0,"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",200000.0,500 to 999 employees,35-44 years old
United Kingdom of Great Britain and Northern Ireland,8.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",210000.0,Other,25-34 years old
Mexico,20.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",80863.0,"1,000 to 4,999 employees",45-54 years old
France,23.0,"Employed, full-time",Some college/university study without earning a degree,85925.0,20 to 99 employees,45-54 years old
Poland,3.0,"Employed, full-time",Primary/elementary school,71765.0,"10,000 or more employees",25-34 years old
Australia,24.0,"Employed, full-time;Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",71351.0,Other,55-64 years old
Germany,10.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",112777.0,20 to 99 employees,35-44 years old
United States of America,10.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",210000.0,"5,000 to 9,999 employees",25-34 years old
Canada,3.0,"Student, part-time;Employed, part-time",Some college/university study without earning a degree,25443.0,20 to 99 employees,18-24 years old
United Kingdom of Great Britain and Northern Ireland,8.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",210000.0,"1,000 to 4,999 employees",25-34 years old
United Kingdom of Great Britain and Northern Ireland,3.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",71337.0,500 to 999 employees,25-34 years old
Brazil,3.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15851.0,20 to 99 employees,25-34 years old
United States of America,9.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",146000.0,"10,000 or more employees",25-34 years old
United States of America,2.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",130000.0,Other,18-24 years old
Romania,22.0,"Employed, full-time;Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",161830.0,"1,000 to 4,999 employees",45-54 years old
Norway,7.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",112309.0,500 to 999 employees,25-34 years old
United States of America,22.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",210000.0,"5,000 to 9,999 employees",35-44 years old
Denmark,13.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",58753.0,20 to 99 employees,35-44 years old
